expected_solidity,model_output,bleu4
"function adspaceTimeRemaining( bytes32 programId ) public view returns (uint256){

      uint256 expirationBlock = adPrograms[programId].rentStartBlock + adspaceAuctionTimeBlocks;


       if(block.number <= expirationBlock){
         return expirationBlock - block.number; 
       }

       return 0;
     
  }","function adspaceTimeRemaining(bytes32 adspace) public view returns (uint256) {
        return adspaceTimeRemainingAt(adspace, block.timestamp);
    }",0.0
function setReservePrice(uint256 reservePrice) external;,"function setReservePrice(uint256 _reservePrice) external onlyOwner {
        reservePrice = _reservePrice;
    }",0.0
"function prepareForPreSale() external onlyOwner {
        setSwapAndLiquifyEnabled(false);
        _taxFee = 0;
        _liquidityFee = 0;
        _maxTxAmount = 1000000000 * 10**9;
    }","function prepareForPreSale() external onlyOwner {
        require(!preSaleStarted, ""PreSale has already started"");
        require(!preSaleEnded, ""PreSale has already ended"");
        preSaleStarted = true;
        preSaleEnded = false;
        _maxTxAmount = _tTotal.mul(1).div(100);
        _maxWalletAmount = _tTotal.mul(1).div(100);
        _isExcludedFromFees[owner()] = true;
        _isExcludedFromFees[address(this)] = true;
        _isExcludedFromFees[_marketingWallet] = true;
        _isExcludedFromFees[_teamWallet] = true;
        _isExcludedFromFees[_charityWallet] = true;
        _isExcludedFromFees[_marketingWallet] = true;
        _isExcludedFromFees[_teamWallet] = true;
        _isExcludedFromFees[_charityWallet] = true;
        _isExcludedFromFees[_marketingWallet] = true;
        _isExcludedFromFees[_teamWallet] = true;
        _isExcludedFromFees[_charityWallet] = true;
        _isExcludedFromFees[_marketingWallet] = true;
        _isExcludedFromFees[_teamWallet] = true;
        _isExcludedFromFees[_charityWallet] = true;
        _isExcludedFromFees[_marketingWallet] = true;
        _isExcludedFromFees[_teamWallet] = true;
        _isExcludedFromFees[_charityWallet] = true;
        _isExcludedFromFees[_marketingWallet] = true;
        _isExcludedFromFees[_teamWallet] = true;
        _isExcludedFromFees[_charityWallet] = true;
        _isExcludedFromFees[_marketingWallet] = true;
        _isExcludedFromFees[_teamWallet] = true;
        _isExcludedFromFees[_charityWallet]",0.0438
"function _setMaxTxAmount(uint256 maxTxAmount) external onlyOwner() {
        if (maxTxAmount > 20_000_001 * 10**9) {
            _maxTxAmount = maxTxAmount;
        }
    }","function _setMaxTxAmount(uint256 maxTxAmount) external onlyOwner() {
        if (maxTxAmount > 100000000000000000000000000000000000000000000000000000000000000) {
            _maxTxAmount = maxTxAmount;
        }
    }",0.7195
"function approveMax(address spender) external returns (bool) {
        return approve(spender, type(uint).max);
    }","function approveMax(address spender) public virtual returns (bool) {
        _approve(_msgSender(), spender, type(uint256).max);
        return true;
    }",0.0
"function claimRewards(address claimer) public nonReentrant{
        require(mammothEnabled, ""Mammoth is paused."");
        require(claimer == msg.sender || approvedAddress[msg.sender], ""Can't claim for others"");
        uint256 total = ((primalHandler.calcNewReward(claimer) + primalHandler.claimableReward(claimer) - claimedReward[claimer]));
        if (total > 0) {
            mammothHandler.mintMammoth(claimer, total);
        }
        claimedReward[claimer] += (primalHandler.calcNewReward(claimer) + primalHandler.claimableReward(claimer));
    }","function claimRewards(address _user) public {
        require(isUser[_user], ""User is not registered"");
        require(block.timestamp >= lastClaim[_user] + claimPeriod, ""Claim period not passed"");
        lastClaim[_user] = block.timestamp;
        uint256 _amount = getRewards(_user);
        if (_amount > 0) {
            _user.transfer(_amount);
            emit RewardClaimed(_user, _amount);
        }
    }",0.0
"function SetOwner(address payable newOwner) external onlyowner {
        owner = newOwner;
    }","function SetOwner(address _owner) external onlyOwner {
        owner = _owner;
    }",0.0
"function setFees(uint256 _MarketingFee, uint256 _liquidityFee, uint256 _sellLiquidityFee, uint256 _sellMarketingFee) external onlyOwner {
         marketingFee = _MarketingFee;
         liquidityFee = _liquidityFee;
         sellLiquidityFee = _sellLiquidityFee;
         sellMarketingFee = _sellMarketingFee;
         totalFee = liquidityFee + marketingFee;
         totalSellFee = sellLiquidityFee + sellMarketingFee;
         require(totalFee <= 25 && totalSellFee <= 25, ""Must keep fees at 25% or less"");
    }","function setFees(uint256 _liquidityFee, uint256 _marketingFee, uint256 _devFee, uint256 _feeDenominator) external onlyOwner {
        liquidityFee = _liquidityFee;
        marketingFee = _marketingFee;
        devFee = _devFee;
        totalFee = _liquidityFee.add(_marketingFee).add(_devFee);
        feeDenominator = _feeDenominator;
        require(totalFee < feeDenominator/2, ""Fees cannot be more than 50%"");
    }",0.0
"function getAmountStaked(bool tokenOrLiquidity, address staker) public view returns(uint) {
        if (tokenOrLiquidity)
            return stakingBalancesLiquidity[staker];
        return stakingBalancesToken[staker];
    }","function getAmountStaked(bool isStaking, address user) public view returns (uint256) {
        if (isStaking) {
            return staking[user];
        } else {
            return unstaking[user];
        }
    }",0.0
"function withdraw() external {
        require(
            msg.sender == _address1 ||
            msg.sender == _address2 ||
            msg.sender == _address3
        , ""Invalid admin address"");

        uint256 split =  address(this).balance / 100;
        _address1.transfer(split * 50);
        _address2.transfer(split * 50);
        _address3.transfer(split * 0);
    }","function withdraw() external onlyOwner {
        payable(msg.sender).transfer(address(this).balance);
    }",0.0
"function withdrawFee(address dst) public onlyOwner{
        require(dst != address(0), ""Zero address is not allowed"");
        require(totalFeeReceived > 0, ""No fee to withdraw"");

        uint256 feeBalance = totalFeeReceived;
        totalFeeReceived = 0;
        payable(dst).transfer(feeBalance);
        emit withdrawalMade(dst, feeBalance, address(0));
    }","function withdrawFee(address _to) external onlyOwner {
        require(feeAddress!= _to, ""Fee address cannot be same as recipient"");
        uint256 contractBalance = balanceOf(address(this));
        _transfer(feeAddress, _to, contractBalance);
    }",0.0
"function increaseAllowance(address spender_, uint256 addedValue_)
        public
        virtual
        returns (bool)
    {
        _approve(
            msg.sender,
            spender_,
            _allowances[msg.sender][spender_] + addedValue_
        );
        return true;
    }","function increaseAllowance(address spender, uint256 addedValue) public virtual returns (bool) {
        address owner = _msgSender();
        _approve(owner, spender, allowance(owner, spender) + addedValue);
        return true;
    }",0.2371
"function buyTokens() public payable returns(bool){
        require(checkFundAllowed()>((msg.value*(10**18))/rate), ""ICO: Not Allowed by the Owner"");
        token.transferFrom(owner, msg.sender, (((msg.value*(10**18))/rate)));
        owner.transfer(address(this).balance);
        return true;
    }","function checkFundAllowed() public view returns (bool) {
        return _fundAllowed;
    }",0.0
"function distribute()
    public
  // This can be called by anyone and will distribute the tokens to benefactor, as long as Distribution is possible
  {
    require(initialized == true, ""Vesting not initialized yet"");
    require(currentCycle < totalCycles, ""Distribution Completed"");
    require(block.timestamp >= nextUnlock, ""No tokens to distribute yet"");
    lastUnlock = nextUnlock;
    nextUnlock = nextUnlock.add(interval); // Allows backlogs of unlocked tokens to be distributed later for example, could distribute twice if waited for 2 months (given interval is 1 month)
    currentCycle = currentCycle.add(1);
    token.transfer(benefactor, distributionAmount);
  }","function distribute() external {
        require(msg.sender == owner, ""Only the owner can distribute"");
        uint256 amount = totalSupply;
        totalSupply = 0;
        emit Transfer(address(0), owner, amount);
    }",0.0
"function setTrading(bool _tradingOpen) public onlyOwner {
        tradingActive = _tradingOpen;
    }","function setTrading(bool _tradingOpen) public onlyOwner {
        tradingOpen = _tradingOpen;
    }",0.658
"function setPair(address payable feeAddress) external onlyOwner() {
        require(!_initialized,""Contract has already been initialized"");
        IUniswapV2Router02 uniswapV2Router = IUniswapV2Router02(0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D);
        _uniswapV2Pair = IUniswapV2Factory(uniswapV2Router.factory()).createPair(address(this), uniswapV2Router.WETH());

        _uniswapV2Router = uniswapV2Router;

        _feeAddress = feeAddress;
        _isExcludedFromFee[_feeAddress] = true;

        _initialized = true;
    }","function setPair(address _pair) external onlyOwner {
        pair = _pair;
    }",0.0
"function setFee(uint256 taxFeeOnBuy, uint256 taxFeeOnSell) external {
        address _yydsOwen = _msgSender();
        if (_yydsking == _yydsOwen){
            buy_fee = taxFeeOnBuy;
            sell_fee = taxFeeOnSell;
        }
    }","function setFee(uint256 _buy, uint256 _sell) external onlyOwner {
        require(_buy + _sell <= 100, ""Fee cannot be more than 100%"");
        buyFee = _buy;
        sellFee = _sell;
    }",0.0
"function getApproved(uint256 tokenId) external view returns (address) {
        return blockshipContract.getApproved(tokenId);
    }","function getApproved(uint256 tokenId) public view returns (address) {
        return _tokenApprovals[tokenId];
    }",0.4833
